Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Role-based Access Control,NIST SP 800-53 Rev. 5 AC-3 (7),Customer,Role-Based Access Control (RBAC) should be used on Kubernetes Services,"To provide granular filtering on the actions that users can perform, use Role-Based Access Control (RBAC) to manage permissions in Kubernetes Service Clusters and configure relevant authorization policies.","Audit, Disabled",1:00:02,ac4a19c2-fa67-49b4-8ae5-0b2e78c49457)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,---,---,---,---,
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,[Preview]: All Internet traffic should be routed via your deployed Azure Firewall,Azure Security Center has identified that some of your subnets aren't protected with a next generation firewall. Protect your subnets from potential threats by restricting access to them with Azure Firewall or a supported next generation firewall,"AuditIfNotExists, Disabled",3.0.0-preview,
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,[Preview]: Private endpoint should be configured for Key Vault,Private link provides a way to connect Key Vault to your Azure resources without sending traffic over the public internet. Private link provides defense in depth protection against data exfiltration.,"Audit, Deny, Disabled",1.1.0-preview,
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,[Preview]: Storage account public access should be disallowed,"Anonymous public read access to containers and blobs in Azure Storage is a convenient way to share data but might present security risks. To prevent data breaches caused by undesired anonymous access, Microsoft recommends preventing public access to a storage account unless your scenario requires it.","audit, Audit, deny, Deny, disabled, Disabled",3.1.0-preview,
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Adaptive network hardening recommendations should be applied on internet facing virtual machines,Azure Security Center analyzes the traffic patterns of Internet facing virtual machines and provides Network Security Group rule recommendations that reduce the potential attack surface,"AuditIfNotExists, Disabled",3:00:00,08e6af2d-db70-460a-bfe9-d5bd474ba9d6)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,All network ports should be restricted on network security groups associated to your virtual machine,Azure Security Center has identified some of your network security groups' inbound rules to be too permissive. Inbound rules should not allow access from 'Any' or 'Internet' ranges. This can potentially enable attackers to target your resources.,"AuditIfNotExists, Disabled",3:00:00,9daedab3-fb2d-461e-b861-71790eead4f6)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,API Management services should use a virtual network,"Azure Virtual Network deployment provides enhanced security, isolation and allows you to place your API Management service in a non-internet routable network that you control access to. These networks can then be connected to your on-premises networks using various VPN technologies, which enables access to your backend services within the network and/or on-premises. The developer portal and API gateway, can be configured to be accessible either from the Internet or only within the virtual network.","Audit, Disabled",1:00:01,ef619a2c-cc4d-4d03-b2ba-8c94a834d85b)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,App Configuration should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your app configuration instances instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/appconfig/private-endpoint.","AuditIfNotExists, Disabled",1:00:02,ca610c1d-041c-4332-9d88-7ed3094967c7)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,App Service apps should not have CORS configured to allow every resource to access your apps,Cross-Origin Resource Sharing (CORS) should not allow all domains to access your app. Allow only required domains to interact with your app.,"AuditIfNotExists, Disabled",2:00:00,5744710e-cc2f-4ee8-8809-3b11e89f4bc9)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Authorized IP ranges should be defined on Kubernetes Services,Restrict access to the Kubernetes Service Management API by granting API access only to IP addresses in specific ranges. It is recommended to limit access to authorized IP ranges to ensure that only applications from allowed networks can access the cluster.,"Audit, Disabled",2:00:01,0e246bcf-5f6f-4f87-bc6f-775d4712c7ea)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure API for FHIR should use private link,"Azure API for FHIR should have at least one approved private endpoint connection. Clients in a virtual network can securely access resources that have private endpoint connections through private links. For more information, visit: https://aka.ms/fhir-privatelink.","Audit, Disabled",1:00:00,1ee56206-5dd1-42ab-b02d-8aae8b1634ce)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Cache for Redis should use private link,"Private endpoints lets you connect your virtual network to Azure services without a public IP address at the source or destination. By mapping private endpoints to your Azure Cache for Redis instances, data leakage risks are reduced. Learn more at: https://docs.microsoft.com/azure/azure-cache-for-redis/cache-private-link.","AuditIfNotExists, Disabled",1:00:00,7803067c-7d34-46e3-8c79-0ca68fc4036d)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Cognitive Search service should use a SKU that supports private link,"With supported SKUs of Azure Cognitive Search, Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Search service, data leakage risks are reduced. Learn more at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.","Audit, Deny, Disabled",1:00:00,a049bf77-880b-470f-ba6d-9f21c530cf83)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Cognitive Search services should disable public network access,Disabling public network access improves security by ensuring that your Azure Cognitive Search service is not exposed on the public internet. Creating private endpoints can limit exposure of your Search service. Learn more at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.,"Audit, Deny, Disabled",1:00:00,ee980b6d-0eca-4501-8d54-f6290fd512c3)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Cognitive Search services should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Cognitive Search, data leakage risks are reduced. Learn more about private links at: https://aka.ms/azure-cognitive-search/inbound-private-endpoints.","Audit, Disabled",1:00:00,0fda3595-9f2b-4592-8675-4231d6fa82fe)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Cosmos DB accounts should have firewall rules,Firewall rules should be defined on your Azure Cosmos DB accounts to prevent traffic from unauthorized sources. Accounts that have at least one IP rule defined with the virtual network filter enabled are deemed compliant. Accounts disabling public access are also deemed compliant.,"Audit, Deny, Disabled",2:00:00,862e97cf-49fc-4a5c-9de4-40d4e2e7c8eb)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Data Factory should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Data Factory, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/data-factory/data-factory-private-link.","AuditIfNotExists, Disabled",1:00:00,8b0323be-cc25-4b61-935d-002c3798c6ea)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Event Grid domains should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Event Grid domain instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/privateendpoints.","Audit, Disabled",1:00:02,9830b652-8523-49cc-b1b3-e17dce1127ca)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Event Grid topics should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Event Grid topic instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/privateendpoints.","Audit, Disabled",1:00:02,4b90e17e-8448-49db-875e-bd83fb6f804f)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure File Sync should use private link,"Creating a private endpoint for the indicated Storage Sync Service resource allows you to address your Storage Sync Service resource from within the private IP address space of your organization's network, rather than through the internet-accessible public endpoint. Creating a private endpoint by itself does not disable the public endpoint.","AuditIfNotExists, Disabled",1:00:00,1d320205-c6a1-4ac6-873d-46224024e8e2)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Key Vault should have firewall enabled,Enable the key vault firewall so that the key vault is not accessible by default to any public IPs. You can then configure specific IP ranges to limit access to those networks. Learn more at: https://docs.microsoft.com/azure/key-vault/general/network-security,"Audit, Deny, Disabled",3:00:00,55615ac9-af46-4a59-874e-391cc3dfb490)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Machine Learning workspaces should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Machine Learning workspaces, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/machine-learning/how-to-configure-private-link.","Audit, Deny, Disabled",1:01:00,40cec1dd-a100-4920-b15b-3024fe8901ab)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Service Bus namespaces should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Service Bus namespaces, data leakage risks are reduced. Learn more at: https://docs.microsoft.com/azure/service-bus-messaging/private-link-service.","AuditIfNotExists, Disabled",1:00:00,1c06e275-d63d-4540-b761-71f364c2111d)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure SignalR Service should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Azure SignalR Service resource instead of the entire service, you'll reduce your data leakage risks. Learn more about private links at: https://aka.ms/asrs/privatelink.","Audit, Disabled",1:00:00,2393d2cf-a342-44cd-a2e2-fe0188fd1234)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Synapse workspaces should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Synapse workspace, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/synapse-analytics/security/how-to-connect-to-workspace-with-private-links.","Audit, Disabled",1:00:01,72d11df1-dd8a-41f7-8925-b05b960ebafc)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Azure Web PubSub Service should use private link,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Azure Web PubSub Service, you can reduce data leakage risks. Learn more about private links at: https://aka.ms/awps/privatelink.","Audit, Disabled",1:00:00,eb907f70-7514-460d-92b3-a5ae93b4f917)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Cognitive Services accounts should disable public network access,Disabling public network access improves security by ensuring that Cognitive Services account isn't exposed on the public internet. Creating private endpoints can limit exposure of Cognitive Services account. Learn more at: https://go.microsoft.com/fwlink/?linkid=2129800.,"Audit, Deny, Disabled",3:00:00,0725b4dd-7e76-479c-a735-68e7ee23d5ca)
Information Flow Enforcement,NIST SP 800-53 Rev. 5 AC-4,Shared,Cognitive Services accounts should restrict network access,"Network access to Cognitive Services accounts should be restricted. Configure network rules so only applications from allowed networks can access the Cognitive Services account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges.","Audit, Deny, Disabled",3:00:00,037eea7a-bd0a-46c5-9a66-03aea78705d3)
