Control Family,Control Title,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,External accounts with owner permissions should be removed from your subscription,External accounts with owner permissions should be removed from your subscription in order to prevent unmonitored access.,"AuditIfNotExists, Disabled",3:00:00,f8456c1c-aa66-4dfb-861a-25d127b775c9)
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,External accounts with read permissions should be removed from your subscription,External accounts with read privileges should be removed from your subscription in order to prevent unmonitored access.,"AuditIfNotExists, Disabled",3:00:00,5f76cf89-fbf2-47fd-a3f4-b891fa780b60)
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,External accounts with write permissions should be removed from your subscription,External accounts with write privileges should be removed from your subscription in order to prevent unmonitored access.,"AuditIfNotExists, Disabled",3:00:00,5c607a2e-c700-4744-8254-d77e7c9eb5e4)
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,Reassign or remove user privileges as needed,CMA_C1040 - Reassign or remove user privileges as needed,"Manual, Disabled",1:00:00,7805a343-275c-41be-9d62-7215b96212d8)
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,Review account provisioning logs,CMA_0460 - Review account provisioning logs,"Manual, Disabled",1:00:00,a830fe9e-08c9-a4fb-420c-6f6bf1702395)
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,Review user accounts,CMA_0480 - Review user accounts,"Manual, Disabled",1:00:00,79f081c7-1634-01a1-708e-376197999289)
1 Identity and Access Management,Ensure guest users are reviewed on a monthly basis,CIS Microsoft Azure Foundations Benchmark recommendation 1.3,Shared,Review user privileges,CMA_C1039 - Review user privileges,"Manual, Disabled",1:00:00,f96d2186-79df-262d-3f76-f371e3b71798)
1 Identity and Access Management,Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is 'Disabled',CIS Microsoft Azure Foundations Benchmark recommendation 1.4,Shared,---,---,---,---,
1 Identity and Access Management,Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is 'Disabled',CIS Microsoft Azure Foundations Benchmark recommendation 1.4,Shared,Adopt biometric authentication mechanisms,CMA_0005 - Adopt biometric authentication mechanisms,"Manual, Disabled",1:00:00,7d7a8356-5c34-9a95-3118-1424cfaf192a)
1 Identity and Access Management,Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is 'Disabled',CIS Microsoft Azure Foundations Benchmark recommendation 1.4,Shared,Identify and authenticate network devices,CMA_0296 - Identify and authenticate network devices,"Manual, Disabled",1:00:00,ae5345d5-8dab-086a-7290-db43a3272198)
1 Identity and Access Management,Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is 'Disabled',CIS Microsoft Azure Foundations Benchmark recommendation 1.4,Shared,Satisfy token quality requirements,CMA_0487 - Satisfy token quality requirements,"Manual, Disabled",1:00:00,056a723b-4946-9d2a-5243-3aa27c4d31a1)
1 Identity and Access Management,"Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to ""0""",CIS Microsoft Azure Foundations Benchmark recommendation 1.6,Shared,---,---,---,---,
1 Identity and Access Management,"Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to ""0""",CIS Microsoft Azure Foundations Benchmark recommendation 1.6,Shared,Automate account management,CMA_0026 - Automate account management,"Manual, Disabled",1:00:00,2cc9c165-46bd-9762-5739-d2aae5ba90a1)
1 Identity and Access Management,"Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to ""0""",CIS Microsoft Azure Foundations Benchmark recommendation 1.6,Shared,Manage system and admin accounts,CMA_0368 - Manage system and admin accounts,"Manual, Disabled",1:00:00,34d38ea7-6754-1838-7031-d7fd07099821)
1 Identity and Access Management,"Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to ""0""",CIS Microsoft Azure Foundations Benchmark recommendation 1.6,Shared,Monitor access across the organization,CMA_0376 - Monitor access across the organization,"Manual, Disabled",1:00:00,48c816c5-2190-61fc-8806-25d6f3df162f)
1 Identity and Access Management,"Ensure that 'Number of days before users are asked to re-confirm their authentication information' is not set to ""0""",CIS Microsoft Azure Foundations Benchmark recommendation 1.6,Shared,Notify when account is not needed,CMA_0383 - Notify when account is not needed,"Manual, Disabled",1:00:00,8489ff90-8d29-61df-2d84-f9ab0f4c5e84)
1 Identity and Access Management,Ensure that 'Notify users on password resets?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.7,Shared,---,---,---,---,
1 Identity and Access Management,Ensure that 'Notify users on password resets?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.7,Shared,Automate account management,CMA_0026 - Automate account management,"Manual, Disabled",1:00:00,2cc9c165-46bd-9762-5739-d2aae5ba90a1)
1 Identity and Access Management,Ensure that 'Notify users on password resets?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.7,Shared,Implement training for protecting authenticators,CMA_0329 - Implement training for protecting authenticators,"Manual, Disabled",1:00:00,e4b00788-7e1c-33ec-0418-d048508e095b)
1 Identity and Access Management,Ensure that 'Notify users on password resets?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.7,Shared,Manage system and admin accounts,CMA_0368 - Manage system and admin accounts,"Manual, Disabled",1:00:00,34d38ea7-6754-1838-7031-d7fd07099821)
1 Identity and Access Management,Ensure that 'Notify users on password resets?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.7,Shared,Monitor access across the organization,CMA_0376 - Monitor access across the organization,"Manual, Disabled",1:00:00,48c816c5-2190-61fc-8806-25d6f3df162f)
1 Identity and Access Management,Ensure that 'Notify users on password resets?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.7,Shared,Notify when account is not needed,CMA_0383 - Notify when account is not needed,"Manual, Disabled",1:00:00,8489ff90-8d29-61df-2d84-f9ab0f4c5e84)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,---,---,---,---,
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Automate account management,CMA_0026 - Automate account management,"Manual, Disabled",1:00:00,2cc9c165-46bd-9762-5739-d2aae5ba90a1)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Implement training for protecting authenticators,CMA_0329 - Implement training for protecting authenticators,"Manual, Disabled",1:00:00,e4b00788-7e1c-33ec-0418-d048508e095b)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Manage system and admin accounts,CMA_0368 - Manage system and admin accounts,"Manual, Disabled",1:00:00,34d38ea7-6754-1838-7031-d7fd07099821)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Monitor access across the organization,CMA_0376 - Monitor access across the organization,"Manual, Disabled",1:00:00,48c816c5-2190-61fc-8806-25d6f3df162f)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Monitor privileged role assignment,CMA_0378 - Monitor privileged role assignment,"Manual, Disabled",1:00:00,ed87d27a-9abf-7c71-714c-61d881889da4)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Notify when account is not needed,CMA_0383 - Notify when account is not needed,"Manual, Disabled",1:00:00,8489ff90-8d29-61df-2d84-f9ab0f4c5e84)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Restrict access to privileged accounts,CMA_0446 - Restrict access to privileged accounts,"Manual, Disabled",1:00:00,873895e8-0e3a-6492-42e9-22cd030e9fcd)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Revoke privileged roles as appropriate,CMA_0483 - Revoke privileged roles as appropriate,"Manual, Disabled",1:00:00,32f22cfa-770b-057c-965b-450898425519)
1 Identity and Access Management,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark recommendation 1.8,Shared,Use privileged identity management,CMA_0533 - Use privileged identity management,"Manual, Disabled",1:00:00,e714b481-8fac-64a2-14a9-6f079b2501a4)
1 Identity and Access Management,Ensure that 'Users can consent to apps accessing company data on their behalf' is set to 'No',CIS Microsoft Azure Foundations Benchmark recommendation 1.9,Shared,---,---,---,---,
1 Identity and Access Management,Ensure that 'Users can consent to apps accessing company data on their behalf' is set to 'No',CIS Microsoft Azure Foundations Benchmark recommendation 1.9,Shared,Authorize access to security functions and information,CMA_0022 - Authorize access to security functions and information,"Manual, Disabled",1:00:00,aeed863a-0f56-429f-945d-8bb66bd06841)
1 Identity and Access Management,Ensure that 'Users can consent to apps accessing company data on their behalf' is set to 'No',CIS Microsoft Azure Foundations Benchmark recommendation 1.9,Shared,Authorize and manage access,CMA_0023 - Authorize and manage access,"Manual, Disabled",1:00:00,50e9324a-7410-0539-0662-2c1e775538b7)
1 Identity and Access Management,Ensure that 'Users can consent to apps accessing company data on their behalf' is set to 'No',CIS Microsoft Azure Foundations Benchmark recommendation 1.9,Shared,Enforce mandatory and discretionary access control policies,CMA_0246 - Enforce mandatory and discretionary access control policies,"Manual, Disabled",1:00:00,b1666a13-8f67-9c47-155e-69e027ff6823)
2 Security Center,Ensure that Azure Defender is set to On for Servers,CIS Microsoft Azure Foundations Benchmark recommendation 2.1,Shared,---,---,---,---,
2 Security Center,Ensure that Azure Defender is set to On for Servers,CIS Microsoft Azure Foundations Benchmark recommendation 2.1,Shared,Azure Defender for servers should be enabled,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",1:00:03,4da35fc9-c9e7-4960-aec9-797fe7d9051d)
2 Security Center,Ensure that Azure Defender is set to On for Servers,CIS Microsoft Azure Foundations Benchmark recommendation 2.1,Shared,Block untrusted and unsigned processes that run from USB,CMA_0050 - Block untrusted and unsigned processes that run from USB,"Manual, Disabled",1:00:00,3d399cf3-8fc6-0efc-6ab0-1412f1198517)
2 Security Center,Ensure that Azure Defender is set to On for Servers,CIS Microsoft Azure Foundations Benchmark recommendation 2.1,Shared,Detect network services that have not been authorized or approved,CMA_C1700 - Detect network services that have not been authorized or approved,"Manual, Disabled",1:00:00,86ecd378-a3a0-5d5b-207c-05e6aaca43fc)
